,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,label,path
76,523892001,523892,Charlene PQ,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Soft leather handbag with two handles, a detachable adjustable shoulder strap, a zip at the top and one zipped inner compartment. Lined. Size 12x29x31 cm.",bag,bag/0523892001.jpg
77,524906002,524906,Sierra cross bag,66,Bag,Accessories,1010011,Metallic,5,Gold,5,Bright,15,Metal,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Small bag in grained imitation leather with a narrow shoulder strap and zip at the top. Lined. Size approx. 6x15x19 cm.,bag,bag/0524906002.jpg
78,528039001,528039,CHLOE  knot bag,66,Bag,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,4322,Young Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Small shoulder bag in imitation leather with a decorative satin knot bow, zip at the top and a narrow shoulder strap with a press-stud at one end. Lined. Size approx. 4x13x16 cm.",bag,bag/0528039001.jpg
79,533172001,533172,Disa small shopper,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small, sturdy shopper in grained imitation leather with two handles at the top, a magnetic fastener and detachable shoulder strap. Size 9x23x26.5 cm.",bag,bag/0533172001.jpg
80,536584001,536584,Clio PQ leather bag,66,Bag,Accessories,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Suede and leather shoulder bag with a handle, adjustable shoulder strap and zip at the top. Flap with a magnetic fastener and metal decoration, and a zipped inner compartment. Lined. Size 10x21x31 cm.",bag,bag/0536584001.jpg
81,536584002,536584,Clio PQ leather bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Suede and leather shoulder bag with a handle, adjustable shoulder strap and zip at the top. Flap with a magnetic fastener and metal decoration, and a zipped inner compartment. Lined. Size 10x21x31 cm.",bag,bag/0536584002.jpg
82,539092001,539092,Hanna velvet bag,66,Bag,Accessories,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small velvet shoulder bag with a metal chain shoulder strap, flap with a magnetic fastener and a small inner compartment. Lined. Size 4x11x14 cm.",bag,bag/0539092001.jpg
83,539522001,539522,Abella cross bag (1),66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shoulder bag in grained imitation leather with a flap and zip at the top and a zipped inner compartment. Lined. Size 12x25x28 cm.,bag,bag/0539522001.jpg
84,539522002,539522,Abella cross bag (1),66,Bag,Accessories,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shoulder bag in grained imitation leather with a flap and zip at the top and a zipped inner compartment. Lined. Size 12x25x28 cm.,bag,bag/0539522002.jpg
85,540739001,540739,Velvet pompom backpack,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Velour backpack with faux fur pompoms, a zip and handle at the top, adjustable imitation leather shoulder straps and zipped outer pocket. Lined. Size 11x24x27 cm.",bag,bag/0540739001.jpg
86,540771001,540771,Praylis PQ cross bag,66,Bag,Accessories,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small, sturdy leather shoulder bag with suede details and a flap with a decorative detail and concealed magnetic catch. One inner compartment and a wide, adjustable shoulder strap with metal buttons. Lined. Size 5.5x14x20 cm.",bag,bag/0540771001.jpg
87,540781001,540781,Galina PQ mid cross bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Leather shoulder bag with a metal chain shoulder strap with intertwined leather cord, a flap with two magnetic fasteners, a compartment and zipped inner pocket. Lined. Size 11x10.5x27 cm.",bag,bag/0540781001.jpg
88,543886004,543886,MOA mini pouch,66,Bag,Accessories,1010011,Metallic,51,Light Pink,1,Dusty Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small pouch bag with appliqués, and a zip at the top. Size 5x9x13 cm.",bag,bag/0543886004.jpg
89,543886005,543886,MOA mini pouch,66,Bag,Accessories,1010011,Metallic,10,White,3,Light,9,White,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small pouch bag with appliqués, and a zip at the top. Size 5x9x13 cm.",bag,bag/0543886005.jpg
90,545419002,545419,Sardinia weekend bag,66,Bag,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Weekend bag with two handles and a zip at the top, a detachable adjustable shoulder strap and press-studs in the sides that can be unfastened to make the bag more spacious. Three inner compartments, one with a zip. Lined. Size 21x39x41 cm.",bag,bag/0545419002.jpg
91,545419006,545419,Sardinia weekend bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Weekend bag with two handles and a zip at the top, a detachable adjustable shoulder strap and press-studs in the sides that can be unfastened to make the bag more spacious. Three inner compartments, one with a zip. Lined. Size 21x39x41 cm.",bag,bag/0545419006.jpg
92,545473001,545473,Case shopper,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shopper in grained imitation leather with two handles and a zip at the top, three inner compartments, one with a zip, and studs on the bottom. Lined. Size 15x30x36 cm.",bag,bag/0545473001.jpg
93,546456001,546456,GILDA cylinder bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4322,Young Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Small cylindrical bag in woven fabric with a zip at the top and an adjustable shoulder strap with a text print. Lined. Size 11x16.5 cm.,bag,bag/0546456001.jpg
94,546684001,546684,Small Sarah cross bag,66,Bag,Accessories,1010002,Application/3D,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bag in sturdy, grained imitation leather with a narrow shoulder strap, zip at the top and inner compartment. Lined. Size approx. 6x15.5x24 cm.",bag,bag/0546684001.jpg
95,546684004,546684,Tall Small Sarah,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bag in sturdy, grained imitation leather with a narrow shoulder strap, zip at the top and inner compartment. Lined. Size approx. 6x15.5x24 cm.",bag,bag/0546684004.jpg
96,546684007,546684,Small Sarah cross bag,66,Bag,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bag in sturdy, grained imitation leather with a narrow shoulder strap, zip at the top and inner compartment. Lined. Size approx. 6x15.5x24 cm.",bag,bag/0546684007.jpg
97,546684008,546684,Tall Small Sarah,66,Bag,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bag in sturdy, grained imitation leather with a narrow shoulder strap, zip at the top and inner compartment. Lined. Size approx. 6x15.5x24 cm.",bag,bag/0546684008.jpg
98,546684010,546684,Tall Small Sarah,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bag in sturdy, grained imitation leather with a narrow shoulder strap, zip at the top and inner compartment. Lined. Size approx. 6x15.5x24 cm.",bag,bag/0546684010.jpg
99,550369004,550369,KATHY shoulderbag,66,Bag,Accessories,1010016,Solid,10,White,3,Light,9,White,4322,Young Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Shoulder bag in soft, grained imitation leather with a narrow, braided shoulder strap, a zip at the top and rows of fringing. Lined, Size 15x18 cm.",bag,bag/0550369004.jpg
100,550369005,550369,KATHY shoulderbag,66,Bag,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,4322,Young Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Shoulder bag in soft, grained imitation leather with a narrow, braided shoulder strap, a zip at the top and rows of fringing. Lined, Size 15x18 cm.",bag,bag/0550369005.jpg
101,550432001,550432,CHERRY Bag,66,Bag,Accessories,1010009,Glittering/Metallic,31,Light Orange,1,Dusty Light,3,Orange,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Small, round shoulder bag in imitation leather with a glittery appliqué on the front and faux fur pompom. Zip at the top and an imitation leather shoulder strap with a press-stud at one end. Lined.",bag,bag/0550432001.jpg
102,550433001,550433,JULIE BAG,66,Bag,Accessories,1010002,Application/3D,10,White,3,Light,9,White,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Small shoulder bag in grained imitation leather with a flap with decorative flowers and a concealed hook and loop fastening. Narrow shoulder strap with a press-stud at one end. Lined. Size approx. 4.5x10.5x14.5 cm.,bag,bag/0550433001.jpg
103,550434001,550434,ELENA Bag,66,Bag,Accessories,1010016,Solid,50,Other Pink,5,Bright,4,Pink,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Handbag in hole-patterned plastic with handles at the top and a decorative, fruit-shaped pendant in imitation leather. Size 10x19x25 cm.",bag,bag/0550434001.jpg
104,551300001,551300,Tiffany hobo,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Hobo bag in grained imitation leather with a detachable adjustable shoulder strap, zip at the top and an three inner compartments, one with a zip. Lined. Size 16x30x36 cm.",bag,bag/0551300001.jpg
105,551300003,551300,Tiffany hobo,66,Bag,Accessories,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Hobo bag in grained imitation leather with a detachable adjustable shoulder strap, zip at the top and an three inner compartments, one with a zip. Lined. Size 16x30x36 cm.",bag,bag/0551300003.jpg
106,551300007,551300,Tiffany hobo,66,Bag,Accessories,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Hobo bag in grained imitation leather with a detachable adjustable shoulder strap, zip at the top and an three inner compartments, one with a zip. Lined. Size 16x30x36 cm.",bag,bag/0551300007.jpg
107,551515001,551515,Lawrence training sock 5 pack,66,Bag,Accessories,1010016,Solid,10,White,3,Light,9,White,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,"Fine-knit trainer socks with a ribbed section over the foot and slightly higher shaft at the heel for optimum fit. Reinforced heel and toe for perfect, friction-free comfort.",bag,bag/0551515001.jpg
108,551515002,551515,Lawrence training sock 5 pack,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,"Fine-knit trainer socks with a ribbed section over the foot and slightly higher shaft at the heel for optimum fit. Reinforced heel and toe for perfect, friction-free comfort.",bag,bag/0551515002.jpg
109,552496001,552496,Bonita Cross,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small shoulder bag in imitation leather with a decorative tab with metal letters on the flap and a concealed magnetic fastener. Detachable, adjustable metal chain shoulder strap. Lined. Size 6.5x15x19 cm.",bag,bag/0552496001.jpg
110,552497004,552497,Peaches Cross Bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small shoulder bag in grained imitation leather with a narrow shoulder strap at the top, flap with a twist lock metal fastener, and one inner compartment. Lined. Size approx. 5x16x20 cm.",bag,bag/0552497004.jpg
111,552497006,552497,Peaches Cross Bag,66,Bag,Accessories,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small shoulder bag in grained imitation leather with a narrow shoulder strap at the top, flap with a twist lock metal fastener, and one inner compartment. Lined. Size approx. 5x16x20 cm.",bag,bag/0552497006.jpg
112,552570001,552570,Minsk Cross,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shoulder bag in grained imitation leather with real suede details. Narrow shoulder strap with carabiner hooks at both ends and a zipped inner compartment. Lined. Size 18x24 cm.,bag,bag/0552570001.jpg
113,552570003,552570,Minsk Cross,66,Bag,Accessories,1010016,Solid,91,Light Green,3,Light,19,Green,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shoulder bag in grained imitation leather with real suede details. Narrow shoulder strap with carabiner hooks at both ends and a zipped inner compartment. Lined. Size 18x24 cm.,bag,bag/0552570003.jpg
114,552570004,552570,Minsk Cross,66,Bag,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shoulder bag in grained imitation leather with real suede details. Narrow shoulder strap with carabiner hooks at both ends and a zipped inner compartment. Lined. Size 18x24 cm.,bag,bag/0552570004.jpg
115,552570007,552570,Minsk Cross,66,Bag,Accessories,1010016,Solid,83,Dark Turquoise,4,Dark,19,Green,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shoulder bag in grained imitation leather with real suede details. Narrow shoulder strap with carabiner hooks at both ends and a zipped inner compartment. Lined. Size 18x24 cm.,bag,bag/0552570007.jpg
116,552570008,552570,Minsk Cross,66,Bag,Accessories,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shoulder bag in grained imitation leather with real suede details. Narrow shoulder strap with carabiner hooks at both ends and a zipped inner compartment. Lined. Size 18x24 cm.,bag,bag/0552570008.jpg
117,552571001,552571,Sunday Cross,66,Bag,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Bag in grained imitation leather with a narrow metal chain shoulder strap and flap with a metal edge and magnetic fastener. One zipped inner compartment. Lined. Size 6x14x20 cm.,bag,bag/0552571001.jpg
118,552664001,552664,Ernsdotter tote bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Handbag in grained imitation leather with two handles and a narrow, detachable shoulder strap. Two outer compartments and a lined inner compartment with a zip at the top. Press-stud closures and studs at the base. Size 14x24x34 cm.",bag,bag/0552664001.jpg
119,552716001,552716,Suzuki shopper,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shopper in grained imitation leather with two handles, a magnetic fastener at the top and one zipped inner compartment. Unlined. Size 33x36x48 cm.",bag,bag/0552716001.jpg
120,552716009,552716,Suzuki shopper,66,Bag,Accessories,1010016,Solid,43,Dark Red,4,Dark,18,Red,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shopper in grained imitation leather with two handles, a magnetic fastener at the top and one zipped inner compartment. Unlined. Size 33x36x48 cm.",bag,bag/0552716009.jpg
121,552716012,552716,Suzuki shopper,66,Bag,Accessories,1010026,Other structure,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shopper in grained imitation leather with two handles, a magnetic fastener at the top and one zipped inner compartment. Unlined. Size 33x36x48 cm.",bag,bag/0552716012.jpg
122,552871002,552871,Nia shopper,66,Bag,Accessories,1010016,Solid,14,Dark Beige,2,Medium Dusty,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Imitation leather shopper with two handles at the top, a shoulder strap and two inner compartments, one with a zip. Unlined. Size 13x29x33 cm.",bag,bag/0552871002.jpg
123,553048001,553048,Surfer Embroidery Clutch,66,Bag,Accessories,1010016,Solid,13,Beige,4,Dark,11,Beige,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Rigid clutch bag in a jute and cotton blend with a gold-coloured metal frame, raffia motif on the front and smooth back. Metal chain shoulder strap and a clasp fastening. Fabric lining. Size approx. 5x10x16 cm.",bag,bag/0553048001.jpg
124,553055001,553055,Aston Cross Bag,66,Bag,Accessories,1010016,Solid,21,Light Yellow,7,Medium,8,Yellow,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small, sturdy, imitation leather shoulder bag with a quilted front, zip at the top and one small inner compartment. Strap in imitation leather and metal chain. Lined. Size 5x13x19.5 cm.",bag,bag/0553055001.jpg
125,553055003,553055,Aston Cross Bag,66,Bag,Accessories,1010016,Solid,10,White,3,Light,9,White,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small, sturdy, imitation leather shoulder bag with a quilted front, zip at the top and one small inner compartment. Strap in imitation leather and metal chain. Lined. Size 5x13x19.5 cm.",bag,bag/0553055003.jpg
126,553057001,553057,Anita Mini Straw,66,Bag,Accessories,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small straw bag with two handles at the top, an imitation leather shoulder strap and a sewn-in lining with a drawstring at the top. Size approx. 15x20x24 cm.",bag,bag/0553057001.jpg
127,553057005,553057,Anita Mini Straw,66,Bag,Accessories,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small straw bag with two handles at the top, an imitation leather shoulder strap and a sewn-in lining with a drawstring at the top. Size approx. 15x20x24 cm.",bag,bag/0553057005.jpg
128,553067001,553067,Spring Cross bag,66,Bag,Accessories,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Imitation leather shoulder bag with a fixed shoulder strap, flap with a decorative fabric appliqué, magnetic fastener and one inner compartment. Size 6x19x20.5 cm.",bag,bag/0553067001.jpg
129,553068002,553068,Daisy Cross bag,66,Bag,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Small shoulder bag in imitation leather with decorative studs on the flap and a magnetic fastener. Chain and imitation leather shoulder strap and three small inner compartments. Unlined. Size 4x11x18 cm.,bag,bag/0553068002.jpg
130,553069002,553069,Taylor Straw Bag,66,Bag,Accessories,1010016,Solid,12,Light Beige,2,Medium Dusty,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Round handbag in braided paper straw with imitation leather details. Two handles and a zip at the top, a narrow shoulder strap and an inner compartment. Lined. Width 6 cm, diameter 25 cm.",bag,bag/0553069002.jpg
131,553069005,553069,Taylor Straw,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Round handbag in braided paper straw with imitation leather details. Two handles and a zip at the top, a narrow shoulder strap and an inner compartment. Lined. Width 6 cm, diameter 25 cm.",bag,bag/0553069005.jpg
132,553069008,553069,Taylor Straw Bag,66,Bag,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Round handbag in braided paper straw with imitation leather details. Two handles and a zip at the top, a narrow shoulder strap and an inner compartment. Lined. Width 6 cm, diameter 25 cm.",bag,bag/0553069008.jpg
133,553195004,553195,Mandy backpack,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Backpack in grained imitation leather with a handle and zip at the top, adjustable shoulder straps and one outer zipped compartment. Padded back plate. Lined. Size approx. 13x26x32 cm.",bag,bag/0553195004.jpg
134,553317001,553317,Noomi small bag,66,Bag,Accessories,1010002,Application/3D,9,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small bag in grained imitation leather with a zip at the top and an adjustable, detachable fabric shoulder strap with a text motif. Lined. Size 4.5x14x19 cm.",bag,bag/0553317001.jpg
135,556589001,556589,Emmanuelle shopper,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shopper in grained imitation leather with two handles at the top and a magnetic press-stud fastener. Unlined. The matching clutch bag is attached to one handle, has a zip at the top and is lined. Size of handbag 15x32x46.5 cm. Size of clutch 22x32 cm.",bag,bag/0556589001.jpg
136,556589003,556589,Emmanuelle shopper,66,Bag,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shopper in grained imitation leather with two handles at the top and a magnetic press-stud fastener. Unlined. The matching clutch bag is attached to one handle, has a zip at the top and is lined. Size of handbag 15x32x46.5 cm. Size of clutch 22x32 cm.",bag,bag/0556589003.jpg
137,556589008,556589,Emmanuelle shopper,66,Bag,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shopper in grained imitation leather with two handles at the top and a magnetic press-stud fastener. Unlined. The matching clutch bag is attached to one handle, has a zip at the top and is lined. Size of handbag 15x32x46.5 cm. Size of clutch 22x32 cm.",bag,bag/0556589008.jpg
138,556669002,556669,Meja tote bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Imitation leather handbag with a decorative metal lock, two handles and a zip at the top. Detachable shoulder strap and one large compartment with three inner compartments. Lined. Size 14x28.5x35 cm.",bag,bag/0556669002.jpg
139,559754001,559754,Latoya suede shopper,66,Bag,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Hobo bag in soft suede with matching clutch. Bag with leather handle and tabs with a magnetic fastener at the top. Small, detachable suede clutch with a zip at the top. Unlined. Size approx. 11x31x34 cm.",bag,bag/0559754001.jpg
140,560783008,560783,Polly pencil case,66,Bag,Accessories,1010001,All over pattern,10,White,3,Light,9,White,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Pencil case with a zip at the top. Lined. Size 5x6x20 cm.,bag,bag/0560783008.jpg
141,560783011,560783,Polly pencil case,66,Bag,Accessories,1010001,All over pattern,51,Light Pink,3,Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Pencil case with a zip at the top. Lined. Size 5x6x20 cm.,bag,bag/0560783011.jpg
142,560783012,560783,Polly pencil case,66,Bag,Accessories,1010009,Glittering/Metallic,61,Light Purple,3,Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Pencil case with a zip at the top. Lined. Size 5x6x20 cm.,bag,bag/0560783012.jpg
143,560783021,560783,POLLY pencil case,66,Bag,Accessories,1010011,Metallic,61,Light Purple,3,Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Pencil case with a zip at the top. Lined. Size 5x6x20 cm.,bag,bag/0560783021.jpg
144,560783022,560783,POLLY pencil case,66,Bag,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Pencil case with a zip at the top. Lined. Size 5x6x20 cm.,bag,bag/0560783022.jpg
145,560783027,560783,Polly pencil case,66,Bag,Accessories,1010016,Solid,43,Dark Red,4,Dark,18,Red,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Pencil case with a zip at the top. Lined. Size 5x6x20 cm.,bag,bag/0560783027.jpg
146,561617003,561617,Savoy cross bag,66,Bag,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small shoulder bag with a metal chain shoulder strap, zip at the top and one inner compartment. Lined. Size 6x15x23 cm.",bag,bag/0561617003.jpg
147,561617005,561617,Savoy cross bag (1),66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small shoulder bag with a metal chain shoulder strap, zip at the top and one inner compartment. Lined. Size 6x15x23 cm.",bag,bag/0561617005.jpg
148,561620001,561620,Monique cross bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Small shoulder bag in soft imitation leather with a zip at the top and a zipped inner compartment. Lined. Size 7x17x24 cm.,bag,bag/0561620001.jpg
149,562728001,562728,Lea,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Soft, spacious shopper in imitation leather with two handles, a detachable shoulder strap and magnetic fastener at the top. One zipped inner compartment. Unlined. Size 13x40x40 cm.",bag,bag/0562728001.jpg
150,562728002,562728,Lea,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Soft, spacious shopper in imitation leather with two handles, a detachable shoulder strap and magnetic fastener at the top. One zipped inner compartment. Unlined. Size 13x40x40 cm.",bag,bag/0562728002.jpg
